T,TM,Tm,H,PP,VV,V,VM,PM_2_5
25.6,33.5,18.7,49.0,0.0,6.9,3.9,7.6,76.54166666666667
25.1,32.6,16.7,47.0,0.0,7.7,3.1,9.4,59.208333333333336
26.0,33.0,18.6,51.0,0.0,6.9,3.9,11.1,80.56521739130434
26.5,33.8,18.0,44.0,0.0,6.9,3.0,5.4,87.83333333333333
26.2,33.6,19.6,42.0,0.0,6.9,2.4,5.4,123.70833333333331
26.3,33.8,19.6,45.0,0.0,7.7,2.8,9.4,64.79166666666667
26.5,34.2,19.7,40.0,0.0,6.9,2.0,9.4,62.875
28.2,34.6,21.6,41.0,0.0,6.9,2.8,7.6,52.04166666666666
28.1,35.1,21.6,38.0,0.0,6.9,4.8,7.6,128.33333333333334
28.0,35.7,21.0,47.0,0.0,6.3,5.4,11.1,87.58333333333333
29.3,35.6,22.4,45.0,0.0,6.9,3.9,9.4,46.41666666666666
29.2,37.2,23.1,45.0,0.0,6.6,4.8,9.4,33.09090909090909
28.7,36.7,21.4,42.0,0.0,6.9,4.6,11.1,36.42857142857143
28.3,35.0,20.8,39.0,0.0,6.3,4.1,9.4,105.33333333333331
27.8,35.6,22.6,43.0,0.0,6.9,3.5,5.4,117.75
27.5,35.0,22.0,49.0,0.0,6.9,4.8,9.4,55.44444444444444
27.1,33.8,22.8,60.0,0.0,6.9,4.6,11.1,46.91666666666666
25.2,33.4,21.8,72.0,1.02,6.3,3.7,7.6,104.625
25.3,33.2,19.8,67.0,1.78,5.8,2.6,48.2,109.625
28.3,34.3,22.7,56.0,0.0,6.3,4.8,9.4,147.28571428571428
26.6,34.4,21.4,65.0,0.0,6.9,2.8,5.4,49.4
26.5,31.9,21.8,66.0,0.0,6.9,0.4,3.5,127.86666666666666
27.1,33.4,22.5,61.0,0.0,6.3,4.6,5.4,142.5
27.0,32.9,23.4,63.0,0.0,6.3,3.0,7.6,133.375
27.3,33.0,22.7,67.0,0.0,6.9,3.9,5.4,102.41666666666669
27.2,33.0,22.6,64.0,0.0,6.3,4.6,11.1,158.29166666666666
26.8,33.0,23.3,68.0,0.0,6.9,2.8,5.4,149.58333333333334
28.2,33.4,22.3,60.0,0.0,6.9,4.4,9.4,117.04545454545456
25.4,31.9,20.7,77.0,35.05,5.5,1.9,3.5,106.5
26.7,31.9,21.4,69.0,26.16,6.9,4.1,11.1,128.125
23.8,32.6,22.2,78.0,0.0,4.8,9.6,18.3,108.0
26.4,33.1,21.6,69.0,0.0,6.3,9.8,14.8,98.41666666666669
24.7,33.4,22.2,79.0,1.02,5.5,8.0,18.3,94.375
23.3,30.8,21.4,86.0,2.79,4.8,5.7,18.3,118.5
24.3,31.7,20.8,79.0,0.25,5.5,7.6,11.1,110.41666666666669
24.9,30.2,20.4,73.0,30.99,6.6,9.1,63.0,95.83333333333331
25.3,30.1,21.2,66.0,0.0,6.3,10.4,14.8,93.5
26.2,32.1,21.4,68.0,0.0,6.9,9.3,18.3,38.66666666666666
25.9,33.7,22.2,75.0,1.02,6.3,3.5,7.6,65.16666666666667
24.6,33.7,21.9,83.0,0.51,5.5,1.5,5.4,67.08333333333333
25.4,29.7,22.1,73.0,0.51,6.6,4.3,9.4,77.66666666666667
25.6,31.0,21.8,65.0,0.0,6.9,7.8,14.8,70.25
24.2,31.1,20.5,74.0,3.05,6.9,8.1,14.8,75.125
23.0,29.0,20.2,80.0,0.0,5.5,12.2,14.8,77.0
22.3,27.6,20.4,84.0,0.0,4.8,10.7,16.5,32.958333333333336
22.7,26.5,20.2,86.0,4.32,5.5,9.3,14.8,40.833333333333336
23.4,28.0,20.8,76.0,0.0,5.5,10.2,11.1,90.70833333333331
24.3,28.8,20.5,72.0,0.0,6.9,9.1,16.5,97.29166666666669
24.3,29.6,20.4,74.0,0.0,6.9,7.6,14.8,79.83333333333333
22.8,29.7,20.0,80.0,0.0,4.8,9.1,14.8,49.41666666666666
22.6,27.2,20.2,84.0,2.29,4.0,5.6,7.6,43.66666666666666
26.0,30.6,22.0,67.0,0.0,6.9,8.5,14.8,54.76923076923077
25.7,31.4,21.7,69.0,0.0,6.9,6.1,11.1,47.75
24.6,30.0,22.3,80.0,0.0,5.8,4.1,11.1,43.66666666666666
25.3,29.4,21.8,78.0,0.0,6.3,5.7,11.1,29.83333333333333
24.2,30.1,21.6,79.0,0.0,6.3,5.7,11.1,35.6
22.3,27.0,20.4,86.0,5.08,4.0,9.3,14.8,37.625
21.6,25.2,20.4,95.0,6.1,4.0,4.6,9.4,41.458333333333336
21.7,25.4,19.9,91.0,18.8,4.0,6.5,11.1,53.125
22.6,26.8,20.0,87.0,4.32,6.9,6.1,7.6,36.0
23.1,27.6,19.7,81.0,7.11,6.3,9.1,16.5,70.58333333333333
21.8,27.8,20.4,91.0,0.0,4.0,8.0,9.4,52.458333333333336
23.2,28.0,20.6,87.0,24.38,6.3,5.7,11.1,38.25
23.4,28.4,20.5,81.0,59.69,6.3,6.5,11.1,26.58333333333333
23.4,28.3,20.1,78.0,0.0,6.3,7.4,11.1,57.583333333333336
23.7,28.7,19.9,76.0,0.0,5.5,8.1,11.1,41.375
23.2,28.0,20.0,77.0,0.0,6.3,6.9,9.4,25.541666666666668
23.6,27.5,19.6,72.0,0.0,6.9,8.9,16.5,28.375
23.5,28.2,20.0,79.0,1.02,6.9,6.7,11.1,40.333333333333336
24.3,29.4,20.9,78.0,4.32,6.9,5.7,9.4,35.375
24.9,30.3,20.8,77.0,1.27,6.3,5.6,7.6,31.916666666666668
25.5,30.7,21.7,74.0,0.51,6.3,5.2,7.6,36.79166666666666
23.2,27.0,20.0,81.0,3.81,6.3,5.0,7.6,26.83333333333333
23.6,27.4,20.3,75.0,0.0,7.4,8.1,14.8,21.125
23.2,28.0,20.0,76.0,0.0,6.3,5.6,9.4,18.0
23.6,28.4,20.4,77.0,0.25,6.9,6.7,11.1,43.583333333333336
24.1,28.8,20.5,76.0,7.11,5.5,4.8,9.4,46.04166666666666
22.4,28.6,19.6,86.0,0.25,5.5,2.2,3.5,28.75
24.1,29.1,20.7,78.0,1.02,6.3,3.9,7.6,64.91666666666667
24.1,29.6,21.0,79.0,0.0,6.9,5.0,7.6,30.666666666666668
22.7,30.4,20.5,89.0,24.89,6.3,5.6,9.4,31.75
23.9,27.6,19.7,74.0,0.51,6.9,6.3,9.4,33.166666666666664
23.6,29.3,20.9,79.0,0.0,5.8,4.6,5.4,30.625
22.6,29.4,20.4,87.0,2.79,6.3,4.3,7.6,30.33333333333333
22.5,26.7,19.5,85.0,44.7,5.5,6.1,7.6,31.75
23.7,28.0,20.9,80.0,0.0,6.3,8.7,14.8,83.45833333333333
24.1,28.2,21.0,78.0,0.0,6.9,7.4,14.8,71.66666666666667
23.8,28.2,20.5,80.0,4.06,6.3,7.8,14.8,65.625
22.4,31.3,19.8,92.0,26.16,5.5,0.9,3.5,24.875
23.5,29.0,20.3,84.0,53.34,6.9,2.8,7.6,37.333333333333336
24.2,28.8,20.8,79.0,0.51,6.9,6.3,9.4,41.5
23.1,29.2,20.1,83.0,12.19,6.9,5.4,7.6,38.79166666666666
22.7,27.0,20.2,80.0,0.51,6.9,8.1,11.1,48.91666666666666
24.6,29.8,21.7,81.0,1.02,6.9,6.3,7.6,26.666666666666668
24.2,30.8,21.0,82.0,0.0,6.3,3.9,9.4,29.0
23.7,30.0,20.8,86.0,0.0,5.5,2.8,7.6,34.25
24.9,29.6,21.0,78.0,0.51,6.9,3.0,7.6,63.17391304347826
22.8,30.6,21.4,91.0,6.1,5.5,3.5,7.6,41.583333333333336
22.1,27.1,20.8,94.0,7.87,4.8,3.1,5.4,50.91666666666666
22.8,27.8,19.7,87.0,18.29,6.9,4.1,7.6,82.83333333333333
24.2,28.0,20.4,83.0,26.92,6.9,3.0,7.6,95.25
23.6,29.0,21.5,87.0,39.62,5.5,2.8,3.5,115.83333333333331
23.8,27.6,20.5,81.0,15.24,6.9,1.5,5.4,136.70833333333334
24.7,28.8,21.8,76.0,0.0,6.3,1.3,3.5,160.66666666666666
25.5,29.3,20.9,73.0,0.51,6.9,3.0,7.6,173.58333333333334
23.9,29.4,20.9,75.0,0.0,6.3,3.3,7.6,261.6666666666667
23.5,28.1,20.4,74.0,0.0,6.9,3.5,5.4,272.4166666666667
22.3,28.4,19.6,76.0,0.0,6.1,2.0,3.5,226.29166666666663
23.2,28.0,20.3,82.0,0.51,5.5,4.8,9.4,99.70833333333331
22.9,27.8,20.8,84.0,2.03,6.9,6.9,11.1,217.375
22.1,27.6,20.6,86.0,0.0,4.0,7.4,11.1,337.5
22.3,26.8,20.2,85.0,0.0,5.3,3.9,5.4,250.375
20.5,24.5,19.0,91.0,2.03,4.0,1.9,3.5,192.33333333333331
21.4,25.6,18.2,72.0,1.02,6.9,3.9,7.6,235.33333333333331
21.8,23.6,20.1,95.0,6.6,3.7,2.2,3.5,214.63636363636363
22.4,24.6,20.8,93.0,0.0,4.8,2.6,7.6,221.54166666666663
22.8,26.2,20.7,90.0,1.02,6.3,1.3,3.5,210.54166666666663
21.1,22.0,19.8,98.0,73.41,4.0,2.4,5.4,130.70833333333334
21.1,22.6,20.1,95.0,3.81,3.5,2.2,48.2,194.70833333333331
22.5,25.4,19.3,89.0,2.29,6.3,0.4,3.5,250.875
23.0,27.0,19.4,75.0,11.43,5.5,3.9,7.6,110.0
21.8,27.0,19.1,81.0,0.0,4.8,4.6,7.6,160.0
21.2,24.9,19.5,86.0,0.0,4.0,5.0,5.4,217.91666666666663
21.7,26.4,20.0,87.0,0.0,4.8,4.1,9.4,176.375
22.1,25.4,19.5,86.0,0.0,4.0,3.3,5.4,185.95833333333331
23.2,27.4,20.0,81.0,0.0,5.5,1.5,5.4,195.375
22.6,28.2,19.8,74.0,0.0,5.8,2.0,5.4,365.2916666666667
23.0,28.4,18.6,72.0,0.0,6.9,5.6,11.1,312.2083333333333
22.6,28.2,20.2,82.0,0.51,5.5,5.2,7.6,237.625
20.4,26.0,19.0,89.0,1.02,4.0,6.5,11.1,202.875
21.2,24.4,18.3,82.0,2.79,4.8,8.1,11.1,260.1666666666667
20.6,24.4,18.8,84.0,0.25,5.5,7.0,11.1,403.9583333333333
20.0,27.0,15.6,58.0,0.0,6.8,5.9,11.1,284.1666666666667
20.7,26.8,14.8,62.0,0.0,7.1,6.7,11.1,288.4166666666667
19.8,27.2,15.8,69.0,0.0,5.5,1.5,5.4,256.8333333333333
21.8,30.0,14.7,52.0,0.0,6.0,3.0,9.4,169.0
22.2,30.2,15.1,54.0,0.0,6.3,3.9,7.6,186.04166666666663
21.2,30.2,16.6,64.0,0.0,6.3,6.1,11.1,185.58333333333331
20.3,26.5,18.8,83.0,0.0,4.8,7.8,11.1,255.875
21.4,24.6,18.5,77.0,3.3,5.5,9.4,14.8,226.5217391304348
22.0,26.4,17.5,70.0,0.0,6.9,9.3,14.8,239.1304347826087
21.4,27.2,16.3,68.0,0.0,6.3,7.6,9.4,392.2083333333333
22.1,28.4,18.1,69.0,0.0,6.0,8.9,11.1,264.9166666666667
21.9,28.2,18.4,72.0,0.0,6.3,7.2,9.4,422.0869565217391
22.4,28.4,18.3,71.0,0.0,6.3,5.0,7.6,461.9130434782609
22.4,29.4,18.4,62.0,0.0,6.3,5.4,11.1,263.6
22.3,29.0,16.5,62.0,0.0,6.3,2.6,9.4,376.9166666666667
23.1,29.2,17.4,63.0,0.0,6.3,1.9,7.6,362.0
22.0,29.0,15.0,53.0,0.0,6.9,2.6,9.4,97.71428571428572
23.1,31.4,16.6,46.0,0.0,6.3,3.0,11.1,114.33333333333331
22.0,30.2,16.2,57.0,0.0,6.3,5.4,9.4,205.125
22.5,29.0,17.8,68.0,0.0,6.9,3.3,5.4,214.125
22.2,28.8,19.8,72.0,0.0,5.3,10.7,14.8,202.95833333333331
24.3,31.6,19.2,64.0,0.0,6.9,3.0,7.6,322.25
24.0,30.6,19.5,63.0,0.0,6.3,3.1,7.6,246.04166666666663
23.8,31.5,17.8,58.0,0.0,6.3,3.9,9.4,209.65217391304347
23.7,31.3,18.9,64.0,0.0,5.5,4.8,9.4,187.16666666666663
22.8,29.8,18.9,65.0,0.0,6.3,4.8,7.6,143.91666666666666
23.1,30.0,17.6,61.0,0.0,6.3,5.7,9.4,104.6086956521739
22.4,29.5,16.8,61.0,0.0,6.3,8.7,11.1,126.0
22.8,30.3,17.6,59.0,0.0,6.9,5.9,7.6,116.45833333333331
23.3,30.1,17.0,53.0,0.0,6.3,7.0,11.1,143.0
23.1,30.0,18.3,58.0,0.0,6.9,7.2,14.8,194.91666666666663
23.1,30.6,16.0,53.0,0.0,6.9,5.7,11.1,276.2105263157895
24.7,32.0,16.8,41.0,0.0,6.9,3.9,7.6,211.0
25.3,33.1,17.6,45.0,0.0,6.9,2.8,11.1,172.0
24.2,31.2,17.0,36.0,0.0,6.9,5.9,9.4,204.54545454545453
24.1,33.0,16.0,40.0,0.0,6.9,7.2,11.1,130.16666666666666
24.1,31.7,17.4,46.0,0.0,6.9,9.1,11.1,68.91666666666667
25.2,32.1,18.4,42.0,0.0,6.9,3.9,9.4,120.91666666666669
24.7,32.8,17.2,27.0,0.0,6.9,6.3,9.4,153.625
24.1,31.8,15.7,35.0,0.0,6.9,5.6,11.1,119.41666666666669
22.4,30.7,18.7,68.0,0.0,6.3,7.6,14.8,110.70833333333331
24.9,30.6,18.0,49.0,0.0,6.9,4.1,7.6,138.5
26.0,32.8,18.5,40.0,0.0,6.9,6.5,14.8,39.29166666666666
26.4,33.6,18.6,39.0,0.0,6.9,4.8,7.6,146.54166666666666
27.0,33.3,19.3,48.0,0.0,6.3,5.9,9.4,174.9375
26.7,33.8,20.1,44.0,0.0,6.3,2.8,7.6,163.0
26.5,34.8,21.7,58.0,0.0,6.3,5.7,11.1,100.04166666666669
24.9,34.1,21.8,66.0,0.0,6.3,4.3,5.4,109.45833333333331
24.7,33.2,21.3,73.0,6.1,6.3,2.8,7.6,103.08333333333331
26.6,32.6,22.4,63.0,0.0,5.8,1.5,5.4,108.20833333333331
27.1,31.8,22.7,64.0,0.0,6.9,3.0,11.1,103.83333333333331
27.8,33.8,23.0,54.0,0.0,6.9,2.2,7.6,140.8421052631579
28.3,34.3,22.7,54.0,0.0,6.9,4.8,7.6,101.79166666666669
27.1,34.6,23.4,62.0,0.25,6.3,3.9,5.4,106.16666666666669
27.4,34.0,22.0,56.0,0.0,6.9,2.4,5.4,89.875
28.7,35.8,22.6,40.0,0.0,7.4,6.1,9.4,47.04166666666666
28.1,35.5,22.0,52.0,0.0,6.3,5.0,7.6,67.79166666666667
28.3,34.9,23.4,50.0,0.0,6.3,5.0,11.1,65.45833333333333
25.3,34.8,22.0,71.0,11.94,6.3,4.6,9.4,79.0
24.4,33.7,19.4,74.0,18.03,5.3,1.7,7.6,123.58333333333331
25.4,33.0,19.1,63.0,37.59,6.3,3.5,9.4,97.875
26.0,32.4,20.0,64.0,32.77,6.9,0.9,3.5,137.875
27.9,34.1,21.8,57.0,0.0,6.9,0.4,3.5,87.875
28.1,34.5,23.2,56.0,0.0,6.9,3.0,5.4,61.875
28.6,34.6,23.2,52.0,0.0,6.3,3.9,5.4,97.04166666666669
28.9,34.6,23.4,52.0,0.0,7.4,2.2,5.4,96.08695652173913
29.1,35.0,23.7,47.0,0.0,6.9,3.9,7.6,105.75
24.9,34.8,20.4,74.0,0.0,6.3,4.8,9.4,90.5
26.3,33.9,20.2,67.0,54.1,6.9,3.0,9.4,55.41666666666666
26.3,34.0,21.6,67.0,0.0,6.9,1.9,3.5,79.29166666666667
26.0,33.5,21.2,66.0,5.08,6.3,2.4,5.4,198.875
26.1,33.2,22.2,70.0,0.0,5.8,2.8,5.4,120.70833333333331
25.3,33.2,20.8,73.0,2.03,6.9,5.2,9.4,117.375
22.9,26.3,20.0,86.0,2.03,6.3,6.1,9.4,79.0
25.2,29.7,21.8,78.0,0.0,6.9,3.9,7.6,133.70833333333334
25.2,29.7,20.9,79.0,21.08,6.9,4.3,7.6,87.08333333333333
20.6,29.0,19.0,91.0,0.76,5.5,7.8,11.1,65.16666666666667
21.8,27.0,17.9,83.0,4.83,6.9,10.4,18.3,83.58333333333333
22.8,27.0,18.8,76.0,3.81,6.9,8.3,14.8,86.91666666666667
25.5,30.7,22.2,71.0,0.0,6.9,3.1,7.6,48.125
26.1,31.9,22.6,70.0,0.0,6.6,5.9,14.8,103.16666666666669
26.1,31.9,21.6,63.0,0.0,6.9,6.3,11.1,119.70833333333331
24.1,30.4,20.6,77.0,6.86,6.6,6.1,9.4,44.79166666666666
25.2,30.4,21.2,72.0,3.3,6.9,4.4,9.4,75.08695652173913
25.7,31.0,22.0,73.0,0.0,6.9,7.2,9.4,60.0
24.7,32.2,20.6,77.0,23.88,6.9,4.1,7.6,87.08333333333333
24.9,30.6,21.1,76.0,0.76,6.9,6.3,11.1,76.20833333333333
25.1,30.6,21.2,72.0,0.0,6.9,8.7,11.1,88.0
25.2,30.6,21.5,70.0,0.0,6.3,9.8,11.1,84.20833333333333
25.2,30.5,20.6,68.0,0.0,6.9,6.5,9.4,85.94444444444444
24.9,31.9,20.6,72.0,9.91,6.3,6.3,7.6,113.70588235294116
23.7,31.9,20.2,83.0,30.99,5.5,5.2,9.4,63.36363636363637
24.2,29.5,21.1,80.0,1.02,6.3,5.9,9.4,62.47619047619048
24.1,29.5,20.7,78.0,2.03,6.6,6.7,7.6,78.54166666666667
23.2,27.8,20.8,82.0,14.99,4.8,7.8,9.4,73.0
23.0,28.8,20.5,81.0,3.05,6.3,13.9,18.3,83.21052631578948
23.8,28.3,20.5,75.0,0.0,6.3,12.6,20.6,79.0
23.7,28.3,20.1,74.0,0.0,6.9,7.8,9.4,71.29166666666667
23.6,28.7,20.5,80.0,3.56,6.3,8.3,11.1,143.1578947368421
24.1,28.7,20.9,76.0,0.0,6.3,8.0,11.1,233.9333333333333
23.5,28.5,21.1,83.0,0.0,6.3,8.9,11.1,104.6
21.4,25.0,20.2,93.0,1.02,4.0,8.7,11.1,66.13636363636364
21.4,25.5,19.7,88.0,6.1,4.8,9.3,14.8,71.0
21.7,25.5,19.8,91.0,7.11,4.0,7.6,9.4,65.19047619047619
21.6,27.5,19.7,86.0,1.02,4.0,10.4,59.4,269.9166666666667
21.2,24.3,19.5,88.0,2.03,4.0,11.1,14.8,162.25
22.3,25.6,19.5,83.0,2.29,4.0,10.7,14.8,249.68421052631575
24.7,29.6,20.1,76.0,0.25,6.9,5.0,7.6,226.41176470588235
24.9,30.8,21.4,76.0,0.0,6.3,5.9,7.6,159.0
23.7,30.8,20.5,81.0,82.55,4.8,7.2,9.4,198.2
24.1,28.5,20.2,72.0,0.51,6.9,7.4,9.4,47.375
23.9,28.5,21.2,77.0,0.0,6.9,4.6,7.6,38.16666666666666
24.1,29.5,20.8,82.0,0.76,5.5,2.4,5.4,42.54166666666666
23.5,31.5,20.5,92.0,48.26,5.5,1.9,5.4,27.363636363636363
24.2,30.5,20.3,83.0,13.97,6.3,3.1,5.4,45.833333333333336
22.6,30.5,20.1,89.0,45.97,5.5,1.3,3.5,33.708333333333336
22.4,28.1,19.7,90.0,62.99,5.5,2.2,5.4,31.875
21.9,24.6,20.2,91.0,3.81,4.0,10.9,14.8,30.666666666666668
21.9,24.6,20.2,87.0,3.05,4.0,9.1,14.8,29.95833333333333
22.1,26.1,19.8,83.0,2.54,6.3,9.4,11.1,47.458333333333336
23.4,27.6,19.8,74.0,0.25,5.5,9.8,11.1,22.33333333333333
23.1,27.6,19.6,78.0,0.0,6.3,7.8,11.1,25.08333333333333
23.8,28.0,20.1,76.0,0.0,6.9,4.3,9.4,32.958333333333336
23.1,29.1,20.5,80.0,0.0,6.4,7.0,9.4,47.583333333333336
23.1,29.1,21.2,85.0,16.0,6.3,5.2,7.6,48.29166666666666
22.8,28.5,20.7,85.0,7.87,6.3,7.8,14.8,51.375
22.8,28.0,20.3,89.0,41.4,6.3,3.1,5.4,38.41666666666666
22.9,27.9,19.3,84.0,21.08,5.5,4.3,5.4,50.0
23.7,28.4,19.2,80.0,14.99,6.3,3.9,5.4,56.0625
23.1,28.4,21.0,84.0,0.0,5.8,1.1,3.5,22.83333333333333
23.5,28.4,20.0,82.0,11.94,6.9,0.7,3.5,25.347826086956523
25.1,30.0,21.0,79.0,0.0,7.4,1.5,3.5,25.291666666666668
22.4,29.5,20.7,88.0,38.86,5.5,6.5,9.4,41.875
22.0,26.0,19.9,90.0,4.06,4.0,7.0,9.4,50.583333333333336
23.3,27.5,20.3,83.0,0.76,5.8,8.7,14.8,44.41666666666666
22.7,28.3,19.6,84.0,0.0,6.9,8.3,14.8,57.29166666666666
22.8,27.8,20.0,84.0,3.05,5.8,8.0,11.1,38.25
23.3,27.8,19.8,77.0,0.25,6.9,7.2,11.1,57.208333333333336
23.9,29.3,20.5,73.0,0.25,6.6,6.9,9.4,56.91666666666666
23.2,28.2,19.1,71.0,0.0,6.9,6.9,11.1,54.625
23.2,28.0,19.6,78.0,0.0,6.9,5.0,7.6,42.875
24.3,29.4,19.6,72.0,9.91,6.9,4.1,7.6,52.25
22.6,29.4,21.0,87.0,0.0,5.5,2.4,5.4,43.333333333333336
24.2,27.7,20.6,75.0,12.95,6.9,4.4,7.6,41.875
23.8,27.0,19.3,73.0,0.0,7.6,4.8,7.6,70.70833333333333
23.2,27.5,20.0,76.0,0.0,6.9,3.7,7.6,51.79166666666666
22.9,28.0,21.2,86.0,0.0,5.8,2.0,3.5,72.81818181818181
24.0,29.0,20.6,84.0,4.06,5.5,0.4,3.5,21.384615384615383
22.5,29.0,20.1,91.0,66.04,4.8,1.3,3.5,13.0
23.1,27.4,19.8,87.0,45.97,5.5,3.3,9.4,12.6
23.1,29.0,19.4,82.0,28.96,6.3,1.1,5.4,178.28571428571428
23.4,30.0,19.4,82.0,60.96,5.8,1.5,5.4,158.3913043478261
23.8,28.8,20.1,77.0,0.0,7.4,3.1,9.4,181.54166666666663
22.0,28.0,15.4,54.0,0.0,6.9,1.1,5.4,119.41666666666669
22.7,29.0,16.3,54.0,0.0,6.9,0.4,3.5,126.0
22.7,29.5,15.5,59.0,0.0,6.9,2.0,7.6,172.66666666666666
23.3,28.2,19.0,63.0,0.0,6.3,4.6,5.4,215.54166666666663
21.6,29.3,19.6,85.0,0.0,5.8,2.6,5.4,239.41666666666663
20.9,26.5,18.8,90.0,7.87,5.5,6.3,7.6,196.54166666666663
21.3,24.0,19.6,90.0,3.3,5.8,4.4,7.6,206.75
22.5,27.8,18.5,65.0,4.32,6.3,3.9,5.4,185.5
23.3,29.0,17.9,63.0,0.0,6.3,3.1,5.4,282.1666666666667
22.5,29.0,18.5,61.0,0.0,6.9,3.1,5.4,226.45833333333331
21.2,22.8,19.4,89.0,22.86,5.5,5.2,9.4,166.875
22.3,26.6,19.0,79.0,0.25,6.6,4.6,5.4,135.16666666666666
22.7,28.2,18.8,77.0,0.76,6.3,3.0,5.4,133.125
20.8,27.8,15.8,58.0,0.0,6.3,3.1,7.6,215.5
19.4,27.0,15.4,66.0,0.0,6.6,3.9,7.6,223.375
21.6,26.6,13.9,55.0,0.0,6.9,2.8,9.4,195.69565217391303
22.4,27.0,18.6,80.0,6.1,5.5,3.7,7.6,152.04166666666666
22.9,27.3,18.8,76.0,0.0,6.3,3.1,5.4,212.125
23.6,28.2,20.0,74.0,0.0,5.8,3.1,5.4,248.625
21.3,28.1,17.8,86.0,0.0,5.5,3.9,9.4,91.75
22.9,27.4,19.8,78.0,0.0,5.5,4.4,7.6,104.2608695652174
23.2,28.5,19.4,75.0,0.0,6.9,6.3,9.4,113.375
21.3,27.4,17.8,54.0,0.0,6.3,4.3,7.6,110.875
21.3,27.6,17.3,53.0,0.0,6.3,5.6,7.6,200.33333333333331
19.0,26.0,17.6,71.0,0.0,6.3,8.3,14.8,161.79166666666666
20.9,24.0,19.4,91.0,9.14,4.8,6.5,11.1,60.2
21.2,25.4,18.6,86.0,7.62,6.9,4.4,11.1,97.85714285714286
20.7,26.6,16.4,60.0,0.0,6.9,3.1,7.6,152.83333333333334
20.7,26.5,17.6,67.0,0.0,6.3,8.0,11.1,188.04166666666663
21.4,26.2,16.6,75.0,0.0,6.6,5.2,9.4,310.25
21.2,28.4,16.8,60.0,0.0,6.9,5.6,9.4,375.7916666666667
21.2,29.0,18.4,87.0,0.51,4.0,7.8,9.4,223.25
21.9,24.6,19.8,85.0,3.81,6.3,8.5,11.1,248.95833333333331
21.2,25.4,19.8,88.0,1.27,4.0,9.4,11.1,441.4166666666667
22.3,28.4,16.5,57.0,0.0,6.3,6.3,11.1,108.0
